YearWeek,ExcludedCases,PendingCases,ConfirmedCases,AverageTemperature,lag_1,lag_2,lag_3,Year,Week
201809,37,0,36,22.91757589534425,68.0,74.0,56.0,2018,9
201810,26,0,42,20.524136040379588,36.0,68.0,74.0,2018,10
201811,29,0,30,22.115226124105924,42.0,36.0,68.0,2018,11
201812,17,0,23,22.42771431410487,30.0,42.0,36.0,2018,12
201813,23,0,14,19.550665503979957,23.0,30.0,42.0,2018,13
201814,20,0,12,20.066261640885088,14.0,23.0,30.0,2018,14
201815,11,0,12,19.15040313893855,12.0,14.0,23.0,2018,15
201816,9,0,6,20.86034364540189,12.0,12.0,14.0,2018,16
201817,9,0,7,21.787407898790203,6.0,12.0,12.0,2018,17
201818,13,0,11,22.512337858238062,7.0,6.0,12.0,2018,18
201819,8,0,8,21.003077505947605,11.0,7.0,6.0,2018,19
201820,14,0,6,22.472377541732524,8.0,11.0,7.0,2018,20
201821,12,0,10,19.378439808579735,6.0,8.0,11.0,2018,21
201822,7,0,11,18.969938098072863,10.0,6.0,8.0,2018,22
201823,11,0,11,20.5325521091648,11.0,10.0,6.0,2018,23
201824,13,0,11,20.88694452763412,11.0,11.0,10.0,2018,24
201825,10,0,9,20.38496360123412,11.0,11.0,11.0,2018,25
201826,8,0,12,18.264995519921737,9.0,11.0,11.0,2018,26
201827,19,0,17,20.15809685108222,12.0,9.0,11.0,2018,27
201828,18,0,27,18.85752666072355,17.0,12.0,9.0,2018,28
201829,9,0,32,20.74644798069184,27.0,17.0,12.0,2018,29
201830,13,0,22,20.358152948592046,32.0,27.0,17.0,2018,30
201831,17,0,23,18.96645418680124,22.0,32.0,27.0,2018,31
201832,14,0,24,19.307246326425304,23.0,22.0,32.0,2018,32
201833,13,0,28,18.67667899250644,24.0,23.0,22.0,2018,33
201834,8,0,19,19.58799268775562,28.0,24.0,23.0,2018,34
201835,7,0,18,20.52059337616343,19.0,28.0,24.0,2018,35
201836,20,0,26,18.494504279960037,18.0,19.0,28.0,2018,36
201837,9,0,18,19.899056112446825,26.0,18.0,19.0,2018,37
201838,11,0,22,18.779531249189937,18.0,26.0,18.0,2018,38
201839,21,0,14,18.43169530593343,22.0,18.0,26.0,2018,39
201840,12,0,15,19.032317048874617,14.0,22.0,18.0,2018,40
201841,10,0,16,18.0188843570432,15.0,14.0,22.0,2018,41
201842,18,0,15,18.415256644748787,16.0,15.0,14.0,2018,42
201843,18,0,4,17.685807328140513,15.0,16.0,15.0,2018,43
201844,15,0,10,20.76318962427915,4.0,15.0,16.0,2018,44
201845,19,0,12,18.748507313967888,10.0,4.0,15.0,2018,45
201846,12,0,8,17.92829752463697,12.0,10.0,4.0,2018,46
201847,16,0,9,18.756782213997177,8.0,12.0,10.0,2018,47
201848,15,0,12,18.34525352420552,9.0,8.0,12.0,2018,48
201849,19,0,21,18.15139124499653,12.0,9.0,8.0,2018,49
201850,20,0,20,18.90130681520657,21.0,12.0,9.0,2018,50
201851,15,0,20,18.95942709584385,20.0,21.0,12.0,2018,51
201852,21,0,28,17.58619750881941,20.0,20.0,21.0,2018,52
201901,20,0,44,17.671205500545096,28.0,20.0,20.0,2019,1
201902,22,0,60,15.559115303594549,44.0,28.0,20.0,2019,2
201903,41,0,61,16.26062467676498,60.0,44.0,28.0,2019,3
201904,34,0,57,19.05746927704145,61.0,60.0,44.0,2019,4
201905,39,0,54,19.25034199373161,57.0,61.0,60.0,2019,5
201906,37,0,62,17.27111751130734,54.0,57.0,61.0,2019,6
201907,44,0,56,18.011489784552886,62.0,54.0,57.0,2019,7
201908,23,0,82,17.660962246674053,56.0,62.0,54.0,2019,8
201909,35,0,53,20.37888080845524,82.0,56.0,62.0,2019,9
201910,29,0,41,18.419574911434577,53.0,82.0,56.0,2019,10
201911,29,0,35,17.172082408519234,41.0,53.0,82.0,2019,11
201912,37,0,22,16.344459559399574,35.0,41.0,53.0,2019,12
201913,25,0,22,15.693553679742427,22.0,35.0,41.0,2019,13
201914,19,0,35,17.503463635867224,22.0,22.0,35.0,2019,14
201915,24,0,18,16.543649254715696,35.0,22.0,22.0,2019,15
201916,17,0,23,15.877746290402326,18.0,35.0,22.0,2019,16
201917,16,0,44,16.653427115757474,23.0,18.0,35.0,2019,17
201918,19,0,38,16.218451996385607,44.0,23.0,18.0,2019,18
201919,11,0,17,18.987141635072565,38.0,44.0,23.0,2019,19
201920,27,0,29,18.18163975694945,17.0,38.0,44.0,2019,20
201921,21,0,33,17.292027358683384,29.0,17.0,38.0,2019,21
201922,27,0,20,18.779944138890027,33.0,29.0,17.0,2019,22
201923,19,0,42,17.377368307647618,20.0,33.0,29.0,2019,23
201924,30,0,37,16.438715798671737,42.0,20.0,33.0,2019,24
201925,26,0,46,18.823124077269657,37.0,42.0,20.0,2019,25
201926,24,0,25,17.83891004368466,46.0,37.0,42.0,2019,26
201927,29,0,50,16.262753845673544,25.0,46.0,37.0,2019,27
201928,25,0,40,17.10966132191639,50.0,25.0,46.0,2019,28
201929,16,0,61,16.424381746615243,40.0,50.0,25.0,2019,29
201930,29,0,62,15.917200269035664,61.0,40.0,50.0,2019,30
201931,33,0,55,18.22617754753164,62.0,61.0,40.0,2019,31
201932,21,0,46,19.20941664047013,55.0,62.0,61.0,2019,32
201933,17,0,48,15.90143242618086,46.0,55.0,62.0,2019,33
201934,21,0,75,17.86296923669057,48.0,46.0,55.0,2019,34
201935,25,0,50,16.649357430878172,75.0,48.0,46.0,2019,35
201936,39,0,68,16.812874616235305,50.0,75.0,48.0,2019,36
201937,30,0,53,16.70760607576113,68.0,50.0,75.0,2019,37
201938,29,0,71,16.436009230320185,53.0,68.0,50.0,2019,38
201939,23,0,59,17.348521627944827,71.0,53.0,68.0,2019,39
201940,24,0,44,16.469049883588962,59.0,71.0,53.0,2019,40
201941,29,0,40,17.57045682577984,44.0,59.0,71.0,2019,41
201942,25,0,26,17.249761890550865,40.0,44.0,59.0,2019,42
201943,16,0,23,17.061051953133592,26.0,40.0,44.0,2019,43
201944,19,0,20,16.392436337958404,23.0,26.0,40.0,2019,44
201945,19,0,26,16.723228669431666,20.0,23.0,26.0,2019,45
201946,31,0,27,18.05539122582576,26.0,20.0,23.0,2019,46
201947,28,0,27,17.800917187624382,27.0,26.0,20.0,2019,47
201948,13,0,43,16.32244475520145,27.0,27.0,26.0,2019,48
201949,32,0,43,17.399332305429226,43.0,27.0,27.0,2019,49
201950,31,0,39,18.05138712337179,43.0,43.0,27.0,2019,50
201951,45,0,62,15.63059471887863,39.0,43.0,43.0,2019,51
201952,35,0,75,17.843360192379937,62.0,39.0,43.0,2019,52
